pclass,sex,age,sibsp,parch,fare,alone,embarked_C,embarked_Q,embarked_S
1,1,1.2159466425950585,0,0,-0.07458306872129913,True,0.0,0.0,1.0
2,1,-0.5155262490625547,0,0,-0.3866707201133388,True,0.0,0.0,1.0
3,1,0.17706290760049057,0,0,-0.4888542575852486,True,0.0,0.0,1.0
3,1,-0.2846631968415396,1,0,-0.4902797934380587,False,0.0,0.0,1.0
3,0,-1.8237502116483069,4,2,-0.01870931177853076,False,0.0,0.0,1.0
1,1,-0.4385718983222164,0,1,4.335332226633905,False,1.0,0.0,0.0
1,1,1.1774694672248893,0,0,-0.11384570873513637,True,0.0,0.0,1.0
2,1,-0.05380014462052453,1,0,-0.09027201697708476,False,1.0,0.0,0.0
3,1,0.0,0,0,-0.4894421904510968,True,0.0,0.0,1.0
1,1,0.0,0,0,0.06635974158478332,True,0.0,0.0,1.0
2,0,0.9466064150038742,0,0,-0.3866707201133388,True,0.0,0.0,1.0
3,1,0.48488031056184405,1,1,-0.1621689579829361,False,0.0,0.0,1.0
2,1,0.25401725834082894,0,0,-0.4012683683236117,True,0.0,0.0,1.0
3,1,-0.977252353504585,1,0,-0.5063875431873253,False,0.0,0.0,1.0
3,1,-0.05380014462052453,0,0,-0.45714212526638004,True,0.0,0.0,1.0
2,0,1.5622412209265812,0,1,-0.12491978668775715,False,0.0,0.0,1.0
1,0,0.40792595982150565,1,0,1.163700193253568,False,0.0,0.0,1.0
1,0,0.6387890120425208,0,0,3.9327230485884233,True,1.0,0.0,0.0
2,1,0.3309716090811673,0,0,-0.3866707201133388,True,0.0,0.0,1.0
1,0,-0.977252353504585,1,0,0.49925551609632224,False,0.0,0.0,1.0
3,0,-1.4389784579466152,4,2,-0.01870931177853076,False,0.0,0.0,1.0
3,1,2.4087390790703034,0,0,-0.5228315422126077,True,0.0,0.0,1.0
3,0,0.02315420611981384,0,0,-0.47400492578514347,True,0.0,0.0,1.0
2,0,-1.7467958609079686,0,2,-0.11988611489111134,False,0.0,0.0,1.0
3,0,2.56264778055098,0,0,-0.455380340137554,True,0.0,0.0,1.0
3,1,-0.7463893012835698,0,0,-0.5028639729296732,True,1.0,0.0,0.0
3,0,0.0,0,2,-0.19824427701513722,False,1.0,0.0,0.0
3,1,-0.05380014462052453,0,0,-0.457478374542396,True,0.0,0.0,1.0
1,1,0.48488031056184405,1,2,1.7677408088510642,False,0.0,0.0,1.0
3,1,0.0,0,0,-0.3573083057891445,True,1.0,0.0,0.0
3,1,1.5622412209265812,0,0,-0.4863374216869257,True,0.0,0.0,1.0
1,1,-0.20770884610120124,0,2,3.610064686423428,False,1.0,0.0,0.0
3,1,0.02315420611981384,0,0,-0.5024451714361923,True,0.0,0.0,1.0
1,0,0.25401725834082894,1,0,1.163700193253568,False,0.0,1.0,0.0
3,1,0.0,0,0,-0.4928811950225652,True,0.0,1.0,0.0
3,0,0.0,3,1,-0.13565761536436197,False,0.0,0.0,1.0
3,1,-2.1315676146096605,3,1,-0.22408312108167944,False,0.0,0.0,1.0
2,0,-0.361617547581878,1,1,-0.04438103794142432,False,0.0,0.0,1.0
1,1,1.6391955716669195,0,1,0.5874293382238074,False,1.0,0.0,0.0
2,0,-0.361617547581878,0,1,-0.12491978668775715,False,0.0,0.0,1.0
3,1,0.0,0,0,-0.5024451714361923,True,0.0,0.0,1.0
3,1,0.0,0,0,-0.4894421904510968,True,0.0,0.0,1.0
2,0,-0.4385718983222164,0,0,-0.3866707201133388,True,0.0,0.0,1.0
3,1,-0.9002980027642465,1,1,-0.2414492887801075,False,0.0,0.0,1.0
1,1,0.0,0,0,-0.034313694348132716,True,0.0,0.0,1.0
3,1,-0.361617547581878,0,0,-0.5064721088735089,True,0.0,0.0,1.0
2,0,-0.4385718983222164,0,2,-0.35646868933346404,False,0.0,0.0,1.0
3,1,-0.5924805998028931,0,0,-0.4969926981460655,True,0.0,0.0,1.0
1,1,-2.214678313409226,1,2,2.4029901895877646,False,0.0,0.0,1.0
2,0,-0.4385718983222164,1,0,-0.12491978668775715,False,0.0,0.0,1.0
3,0,-0.2846631968415396,0,0,-0.4888542575852486,True,0.0,0.0,1.0
2,1,0.3309716090811673,1,0,-0.22559322262067316,False,0.0,0.0,1.0
1,0,-0.6694349505432314,2,2,4.634416897040849,False,1.0,0.0,0.0
3,1,0.0,0,0,-0.49237782784290063,True,0.0,1.0,0.0
3,0,0.0,0,0,-0.5028639729296732,True,1.0,0.0,0.0
3,1,0.0,0,0,-0.47400492578514347,True,0.0,0.0,1.0
3,0,-0.5924805998028931,0,0,-0.4918744606632361,True,0.0,0.0,1.0
1,0,2.4856934298106417,0,0,0.962353321387736,True,0.0,0.0,1.0
3,0,-0.9002980027642465,0,0,-0.45026210265472455,True,0.0,0.0,1.0
1,0,0.9466064150038742,0,0,3.9327230485884233,True,1.0,0.0,0.0
2,1,2.1009216761089498,0,0,-0.3997582667846179,True,0.0,1.0,0.0
3,1,-0.8233436520239081,0,0,-0.6484216535389205,True,0.0,0.0,1.0
2,0,0.9466064150038742,1,0,-0.12491978668775715,False,0.0,0.0,1.0
3,1,0.0,0,0,-0.5029485386158568,True,1.0,0.0,0.0
3,0,-0.7463893012835698,0,0,-0.47400492578514347,True,0.0,0.0,1.0
3,1,0.3694487844513365,0,0,-0.5188046047752911,True,1.0,0.0,0.0
3,1,-0.1307544953608629,0,0,-0.45714212526638004,True,0.0,0.0,1.0
3,1,0.0,0,0,-0.4863374216869257,True,0.0,0.0,1.0
3,1,-0.5155262490625547,0,0,-0.4894421904510968,True,0.0,0.0,1.0
3,1,-0.5924805998028931,0,0,-0.5024451714361923,True,0.0,0.0,1.0
1,1,1.7161499224072578,0,0,-0.034313694348132716,True,0.0,0.0,1.0
3,0,0.02315420611981384,0,0,-0.397241430886295,True,0.0,0.0,1.0
2,1,0.5233574859320133,0,2,-0.12491978668775715,False,0.0,0.0,1.0
3,1,0.0,0,0,-0.49237782784290063,True,0.0,1.0,0.0
3,1,-0.5924805998028931,0,0,-0.5028639729296732,True,1.0,0.0,0.0
1,1,1.5622412209265812,2,0,2.042579288947925,False,0.0,0.0,1.0
3,1,-0.20770884610120124,0,0,-0.5079822104125026,True,0.0,0.0,1.0
3,1,-0.5924805998028931,0,0,-0.4863374216869257,True,0.0,0.0,1.0
1,0,1.6391955716669195,1,0,0.921244330558889,False,0.0,0.0,1.0
2,1,0.48488031056184405,0,0,-0.43700743807979686,True,0.0,0.0,1.0
2,0,-0.05380014462052453,1,0,-0.12491978668775715,False,0.0,0.0,1.0
1,0,-0.5924805998028931,0,0,2.4029901895877646,True,0.0,0.0,1.0
1,1,1.5622412209265812,1,0,1.4944124302931971,False,1.0,0.0,0.0
2,0,0.7926977135231975,0,0,-0.3866707201133388,True,0.0,0.0,1.0
3,1,-0.20770884610120124,0,0,-0.47400492578514347,True,0.0,0.0,1.0
1,1,0.0,0,0,-0.6484216535389205,True,0.0,0.0,1.0
1,1,2.7165564820316566,0,0,-0.11384570873513637,True,0.0,0.0,1.0
3,1,-0.977252353504585,0,0,-0.47400492578514347,True,0.0,0.0,1.0
1,1,-0.1307544953608629,0,0,-0.11384570873513637,True,0.0,0.0,1.0
1,1,-1.9776589131289837,0,2,0.9997696105865636,False,0.0,0.0,1.0
3,1,0.0,0,0,-0.4894421904510968,True,0.0,0.0,1.0
3,0,-2.208521965349999,1,1,-0.4242561406845337,False,0.0,0.0,1.0
2,1,0.48488031056184405,1,2,-0.08968408411123653,False,0.0,0.0,1.0
2,1,1.0235607657442125,1,1,-0.11988611489111134,False,0.0,0.0,1.0
1,1,0.6387890120425208,0,1,2.441497778832105,False,0.0,0.0,1.0
2,0,0.1001085568601522,1,1,-0.11988611489111134,False,0.0,0.0,1.0
3,1,-0.05380014462052453,0,0,-0.4863374216869257,True,0.0,0.0,1.0
3,1,-0.9002980027642465,0,0,-0.48130374989027985,True,0.0,0.0,1.0
2,1,0.0,0,0,-0.34539461138084326,True,1.0,0.0,0.0
1,0,0.7157433627828591,1,1,1.5841789061771412,False,1.0,0.0,0.0
2,1,0.7157433627828591,0,0,-0.3866707201133388,True,0.0,0.0,1.0
3,1,-0.2846631968415396,2,0,-0.47400492578514347,False,0.0,0.0,1.0
3,1,-0.7463893012835698,0,0,-0.5064721088735089,True,0.0,0.0,1.0
1,0,0.0,1,0,2.042579288947925,False,0.0,0.0,1.0
3,1,1.4852868701862427,0,0,-0.6484216535389205,True,0.0,0.0,1.0
2,1,-0.5155262490625547,0,0,-0.3454791770670269,True,1.0,0.0,0.0
3,1,-2.208521965349999,4,1,0.1506737441786005,False,0.0,0.0,1.0
3,0,0.0,0,0,-0.48977642625839407,True,0.0,1.0,0.0
3,1,0.0,1,2,-0.17626323901354432,False,0.0,0.0,1.0
2,1,-2.054613263869322,1,1,-0.12491978668775715,False,0.0,0.0,1.0
3,1,-1.9776589131289837,1,1,-0.4242561406845337,False,0.0,0.0,1.0
3,1,-0.8233436520239081,0,0,-0.494391296561559,True,0.0,0.0,1.0
3,1,0.8311748888933667,0,0,-0.49237782784290063,True,0.0,1.0,0.0
3,0,-2.208521965349999,0,2,-0.33146744825388363,False,1.0,0.0,0.0
3,0,0.0,0,2,-0.3414522396297103,False,1.0,0.0,0.0
3,1,-0.6694349505432314,0,0,-0.4888542575852486,True,0.0,0.0,1.0
1,1,1.8700586238879346,0,0,0.395813560675251,True,0.0,0.0,1.0
3,1,0.0,0,0,-0.3363340021468808,True,0.0,1.0,0.0
2,1,-0.361617547581878,1,2,0.18876253192945994,False,1.0,0.0,0.0
3,1,-0.2846631968415396,1,0,-0.3573908580066095,False,1.0,0.0,0.0
3,0,-0.5924805998028931,0,0,-0.4366711888037809,True,0.0,0.0,1.0
3,0,0.1001085568601522,1,1,-0.2351571990343002,False,0.0,0.0,1.0
1,1,1.4852868701862427,1,0,1.145663540471827,False,1.0,0.0,0.0
2,1,-0.8233436520239081,1,1,0.09152810056801232,False,0.0,0.0,1.0
2,1,-0.4385718983222164,0,0,-0.43700743807979686,True,0.0,0.0,1.0
3,1,-1.0542067042449232,0,0,-0.4863374216869257,True,0.0,0.0,1.0
1,1,-0.361617547581878,1,0,0.4678796330534696,False,1.0,0.0,0.0
3,1,0.7157433627828591,0,0,-0.1621689579829361,True,0.0,0.0,1.0
3,0,1.3313781687055661,1,0,-0.35646868933346404,False,0.0,0.0,1.0
1,1,2.3317847283299646,0,0,-0.11384570873513637,True,0.0,0.0,1.0
2,1,-0.4385718983222164,0,0,-0.3866707201133388,True,0.0,0.0,1.0
1,1,0.0,0,0,0.3583127057902398,True,0.0,0.0,1.0
2,0,-0.20770884610120124,1,0,-0.22559322262067316,False,0.0,0.0,1.0
2,1,0.0,0,0,-0.3693045524149108,True,1.0,0.0,0.0
3,1,0.6387890120425208,0,0,-0.4894421904510968,True,0.0,0.0,1.0
3,1,1.100515116484551,0,0,-0.4863374216869257,True,0.0,0.0,1.0
2,0,-0.6694349505432314,0,0,-0.43700743807979686,True,0.0,0.0,1.0
3,0,-0.4385718983222164,0,2,-0.312172377522981,False,0.0,0.0,1.0
2,0,1.1774694672248893,0,0,-0.3766033765200472,True,0.0,0.0,1.0
2,1,-1.6698415101676303,1,1,0.09152810056801232,False,0.0,0.0,1.0
3,0,-1.6698415101676303,3,1,-0.22408312108167944,False,0.0,0.0,1.0
1,1,0.0,0,0,0.05629239799149171,True,0.0,0.0,1.0
3,1,0.17706290760049057,0,0,-0.4863374216869257,True,0.0,0.0,1.0
1,1,1.5622412209265812,1,0,0.4771073601910807,False,0.0,0.0,1.0
3,1,-0.6694349505432314,0,0,-0.4913710934835715,True,0.0,0.0,1.0
2,0,1.5622412209265812,0,0,-0.43700743807979686,True,0.0,0.0,1.0
3,0,-0.5155262490625547,0,0,-0.4888542575852486,True,0.0,0.0,1.0
3,1,0.17706290760049057,0,0,-0.4902797934380587,True,0.0,0.0,1.0
3,0,0.0,0,0,-0.49237782784290063,True,0.0,1.0,0.0
3,0,-0.6694349505432314,2,2,0.04370821849987721,False,0.0,0.0,1.0
3,1,0.0,0,0,-0.49237782784290063,True,0.0,1.0,0.0
3,1,-0.361617547581878,0,0,-0.5029485386158568,True,1.0,0.0,0.0
3,1,-1.1311610549852615,1,1,-0.5028639729296732,False,1.0,0.0,0.0
3,0,0.1001085568601522,1,0,-0.2859972841804228,False,0.0,0.0,1.0
2,1,-0.361617547581878,0,0,-0.3866707201133388,True,0.0,0.0,1.0
2,1,1.8700586238879346,0,0,-0.12491978668775715,True,0.0,0.0,1.0
1,1,-0.1307544953608629,0,0,0.29992211294914856,True,0.0,0.0,1.0
1,0,0.6387890120425208,0,0,0.962353321387736,True,0.0,0.0,1.0
2,0,0.8696520642635358,0,1,-0.255795253400548,False,0.0,0.0,1.0
3,1,0.25401725834082894,0,0,-0.47400492578514347,True,1.0,0.0,0.0
2,1,1.7161499224072578,0,0,-0.3766033765200472,True,0.0,0.0,1.0
3,1,-1.0542067042449232,1,1,-0.24069423801061057,False,0.0,0.0,1.0
3,1,-0.7463893012835698,0,0,-0.4863374216869257,True,0.0,0.0,1.0
3,1,-1.5928871594272918,4,2,-0.016444159470040135,False,0.0,0.0,1.0
3,1,0.0,0,0,-0.48507900373776425,True,0.0,0.0,1.0
3,1,0.0,0,0,-0.49078316061772326,True,0.0,1.0,0.0
3,1,0.0,0,0,-0.4894421904510968,True,0.0,0.0,1.0
1,0,1.8700586238879346,1,0,0.5475787653441219,False,1.0,0.0,0.0
3,1,-0.2846631968415396,0,0,-0.4894421904510968,True,0.0,0.0,1.0
1,1,2.3317847283299646,1,1,0.9462455716384695,False,1.0,0.0,0.0
3,1,0.0,0,0,0.48910360681684706,True,0.0,0.0,1.0
1,0,1.100515116484551,0,1,0.5189714017894245,False,1.0,0.0,0.0
3,1,-0.7463893012835698,1,0,-0.4888542575852486,False,0.0,0.0,1.0
3,1,0.0,3,1,-0.13565761536436197,False,0.0,0.0,1.0
2,1,-1.0542067042449232,0,0,-0.43700743807979686,True,0.0,0.0,1.0
3,0,1.0235607657442125,1,6,0.2958951755118318,False,0.0,0.0,1.0
3,1,-0.977252353504585,0,0,-0.47400492578514347,True,0.0,0.0,1.0
1,1,0.5618346613021824,1,1,0.40974072380221066,False,0.0,0.0,1.0
2,1,2.4856934298106417,0,0,-0.43700743807979686,True,0.0,0.0,1.0
3,1,-1.6698415101676303,4,1,-0.06199888922968463,False,0.0,1.0,0.0
3,1,0.17706290760049057,0,0,0.48910360681684706,True,0.0,0.0,1.0
3,0,-0.7463893012835698,1,0,-0.4505983519307405,False,0.0,0.0,1.0
2,0,-0.1307544953608629,0,0,-0.3866707201133388,True,0.0,0.0,1.0
3,0,-0.6694349505432314,0,0,-0.49237782784290063,True,0.0,1.0,0.0
3,1,0.5618346613021824,2,0,-0.4888542575852486,False,0.0,0.0,1.0
3,0,-0.977252353504585,0,0,-0.3573083057891445,True,1.0,0.0,0.0
3,0,0.0,0,0,-0.49237782784290063,True,0.0,1.0,0.0
1,1,1.2544238179652276,1,0,0.5833178351003071,False,0.0,0.0,1.0
3,1,0.0,0,0,-0.3443878770215141,True,0.0,0.0,1.0
3,1,-0.4385718983222164,0,0,-0.4863374216869257,True,0.0,0.0,1.0
1,1,-0.05380014462052453,1,0,0.6925485130875209,False,0.0,0.0,1.0
1,0,2.0239673253686115,0,1,1.0259447039291216,False,1.0,0.0,0.0
2,1,0.1001085568601522,1,1,0.09664633805084172,False,1.0,0.0,0.0
3,1,0.0,0,0,-0.49237782784290063,True,0.0,1.0,0.0
2,1,0.17706290760049057,1,0,-0.12491978668775715,False,0.0,0.0,1.0
3,1,0.25401725834082894,1,1,-0.2351571990343002,False,0.0,0.0,1.0
3,1,2.2548303775896263,0,0,-0.5024451714361923,True,0.0,0.0,1.0
1,0,2.177876026849288,0,0,-0.11384570873513637,True,0.0,0.0,1.0
3,0,0.0,1,0,-0.32425318983493084,False,0.0,0.0,1.0
2,0,-2.054613263869322,1,2,0.18876253192945994,False,1.0,0.0,0.0
3,1,0.0,0,0,-0.4894421904510968,True,1.0,0.0,0.0
1,0,-1.0542067042449232,0,1,0.5189714017894245,False,1.0,0.0,0.0
3,0,1.1774694672248893,1,4,-0.08666388103324908,False,0.0,0.0,1.0
1,0,1.0235607657442125,0,1,3.6067927997556075,False,0.0,0.0,1.0
1,0,0.02315420611981384,0,0,1.4944124302931971,True,1.0,0.0,0.0
3,1,-0.0922773199906937,0,0,-0.32425318983493084,True,0.0,0.0,1.0
3,1,-0.4385718983222164,0,0,-0.49145565916975514,True,0.0,0.0,1.0
2,1,0.02315420611981384,0,0,-0.3866707201133388,True,0.0,0.0,1.0
1,1,0.48488031056184405,0,0,0.15948266982273065,True,1.0,0.0,0.0
3,1,-0.361617547581878,0,0,-0.5064721088735089,True,0.0,0.0,1.0
3,0,0.0,0,2,-0.49237782784290063,False,0.0,1.0,0.0
1,0,1.5622412209265812,0,0,-0.07030444769415023,True,1.0,0.0,0.0
3,0,-2.2277605530350835,2,1,-0.26066180729354516,False,1.0,0.0,0.0
1,0,-0.4385718983222164,0,0,0.3483299278831318,True,1.0,0.0,0.0
2,0,-0.4385718983222164,1,2,0.6603330135889879,False,0.0,0.0,1.0
1,0,0.40792595982150565,1,0,0.39858208016340624,False,0.0,0.0,1.0
1,0,0.02315420611981384,0,0,1.093228788100527,True,0.0,0.0,1.0
2,1,-0.5155262490625547,0,0,-0.3866707201133388,True,0.0,0.0,1.0
3,1,0.0,0,0,-0.4894421904510968,True,0.0,0.0,1.0
2,1,-0.20770884610120124,0,0,-0.12491978668775715,True,0.0,0.0,1.0
2,0,1.947012974628273,0,0,-0.3262666585535892,True,0.0,0.0,1.0
1,0,0.40792595982150565,1,0,0.4207302360686478,False,0.0,0.0,1.0
3,1,0.0,0,0,-0.5103319284071769,True,0.0,1.0,0.0
1,0,0.0,0,0,0.9462455716384695,True,1.0,0.0,0.0
3,1,0.0,1,0,-0.2463983948905696,False,0.0,0.0,1.0
2,0,-0.5155262490625547,0,0,-0.3707300882677209,True,1.0,0.0,0.0
3,0,0.0,0,0,-0.49271407711891657,True,0.0,1.0,0.0
1,0,-0.5155262490625547,1,0,1.6323350375212924,False,1.0,0.0,0.0
3,1,1.6391955716669195,0,0,-0.4863374216869257,True,0.0,0.0,1.0
2,0,0.25401725834082894,0,2,-0.12491978668775715,False,0.0,0.0,1.0
3,0,-0.05380014462052453,0,4,-0.22408312108167944,False,0.0,0.0,1.0
3,1,0.0,0,0,-0.4894421904510968,True,1.0,0.0,0.0
3,1,0.0,8,2,0.7519458402879414,False,0.0,0.0,1.0
2,0,-2.1315676146096605,1,1,-0.12491978668775715,False,0.0,0.0,1.0
2,0,-1.2081154057256,1,0,-0.04295550208861426,False,1.0,0.0,0.0
2,1,1.8700586238879346,1,0,-0.12491978668775715,False,0.0,0.0,1.0
